,,,,PRODUCTOS QUE COMERCIALIZA,,,,
NO. ES,UBICACION,COLONIA,CP,MAGNA,PREMIUM,DIESEL,DME,
J01025,CAMINO REAL A TOLUCALLE NO. 581,CRISTO REY,1150,N,N,S,N,
J01075,POSTES NO. 52,MOLINO DE SANTO DOMINGO,1130,N,N,S,N,
J01103,PARALELA NO. 36,JOSE MARIA PINO SUAREZ,1140,N,N,S,N,
J01215,AVENIDA VASCO DE QUIROGA NO. 1225-B,CUEVITAS SANTA FE,1220,N,N,S,N,
E00019,AVENIDA DE LAS GRANJAS NO. 751,AZCAPOTZALCO,2250,S,S,S,N,
E00047,AVENIDA CEYLAN NO. 613,INDUSTRIAL VALLEJO,2300,S,S,S,N,
E00053,AVENIDA CLAVERIA NO. 27,CLAVERIA,2080,S,S,N,N,
E00071,EGIPTO NO. 244,CLAVERIA,2080,S,S,N,N,
E00072,MUITLE NO. 189 ,VICTORIA DE LAS DEMOCRACIAS,2810,S,S,N,N,
E00129,SABINO NO. 494 ,AMPLIACION DEL GAS,2970,S,S,S,N,
E00130,"ZARAGOZA NO. 8, ESQ. JARDIN JOSE F. GUTIERREZ",AZCAPOTZALCO,2000,S,S,N,N,
E00214,VALLEJO NO. 510,PROHOGAR,2600,S,S,S,N,
E02718,NORTE 45 NO. 970,INDUSTRIAL VALLEJO,2300,S,S,N,N,
E02904,SANTO TOMAS NO. 11,SNTO TOMAS,2020,S,S,S,N,
E03527,TEZOZOMOC NO. 51 Y 53,SANTA LUCIA,2760,S,S,S,N,
E03698,COACHILCO NO. 61,SAN MARCOS,2020,S,S,S,N,
E03813,EJE 5 NORTE NO.1020,SAN MARTIN XOCHINAHUAC,2120,S,S,S,N,
E04826,CUAUHTEMOC NO. 40,AZCAPOTZALCO,2000,S,S,N,N,
E05300,AVENIDA TEZOZOMOC NO. 246,SAN PEDRO XALPA,2729,S,S,N,N,
E09782,NORTE 79A ESQ. CAMARONES NO. 284,CLAVERIA,2080,S,S,S,N,
E10242,"AVENIDA DEPORTIVO REYNOSA, EJE 5 NORTE NO.1010",SANTA BARBARA,2230,S,S,S,N,
E10526,PONIENTE 122 NO. 672,LAS ALINAS,2300,S,S,S,N,
J01281,TEPANTONGO NO. 306,REYNOSA TAMAULIPAS,2200,N,N,S,N,
J01375,SAN PABLO XALPA NO.520,REYNOSA TAMAULIPAS,2200,N,N,S,N,
E00009,CALZADA DE TLALPAN NO. 1395 ESQ. AJUSCO,PORTALES,3300,S,S,N,N,
E00011,ALFONSO XIII ESQ. OBRERO MUNDIAL,ALAMOS,3400,S,S,N,N,
E00012,AVENIDA XOLA NO. 18,ALAMOS,3400,S,S,N,N,
E00016,TORRES ADALID NO. 1401,NARVARTE PONIENTE,3020,S,S,N,N,
E00030,CALETA NO. 28,NARVARTE ORIENTE,3020,S,S,N,N,
E00036,AVENIDA REVOLUCION NO. 420,SAN PEDRO DE LOS PINOS,3800,S,S,N,N,
E00061,AVENIDA DIVISION DEL NORTE NO. 1231,VERTIZ NARVARTE,3600,S,S,N,N,
E00068,AVENIDA COYOACAN NO. 107 ESQ. AVENIDA PROVIDENCIA,DEL VALLE,3100,S,S,N,N,
E00069,DIVISION DEL NORTE NO. 804 Y LUZ SAVINON,DEL VALLE,3100,S,S,S,N,
E00075,AVENIDA DAKOTA NO. 56,NAPOLES,3810,S,S,N,N,
E00085,INSURGENTES SUR NO. 553 ESQ. DIVISION DEL NORTE,DEL VALLE,3100,S,S,N,N,
E00165,AVENIDA OBRERO MUNDIAL NO. 133,DEL VALLE NORTE,3100,S,S,N,N,
E00173,AVENIDA REVOLUCION NO. 847,MIXCOAC,3700,S,S,S,N,
E00174,CALLE MURILLO NO. 21 Y MIGUEL ANGEL,SAN PEDRO DE LOS PINO,3800,S,S,N,N,
E00181,SORIA NO. 6,ALAMOS,3400,S,S,N,N,
E00193,CALZADA DE TLALPAN NO. 1577 Y POPOCATEPETL,PORTALES,3300,S,S,S,N,
E00206,CALZADA DE TLALPAN NO.  842,VILLA DE CORTES,3530,S,S,N,N,
E00217,DR. VERTIZ NO. 640,VERTIZ NARVARTE,3600,S,S,N,N,
E00301,CALLE GEORGIA NO. 37,NAPOLES,3810,S,S,N,N,
E02769,FELIX CUEVAS NO. 435,DEL VALLE,3100,S,S,N,N,
E02818,CUMBRES DE MALTRATA NO. 464,SECCION 2A. DEL PERIODISTA,3620,S,S,S,N,
E02825,PLUTARCO ELIAS CALLES NO. 1637,PORTALES,3300,S,S,N,N,
E05133,AVENIDA UNIVERSIDAD NO. 1291 ESQ. COYOACAN,DEL VALLE,3240,S,S,N,N,
E05155,AVENIDA POPOCATEPETL NO. 415,SANTA CRUZ ATOYAC,3340,S,S,N,N,
E05178,AVENIDA POPOCATEPETL NO. 220,PEDRO MARIA ANAYA,3340,S,S,N,N,
E05244,AVENIDA INSURGENTES SUR NO. 1428,DEL VALLE,3100,S,S,N,N,
E05303,AVENIDA REVOLUCION NO. 775,NONOALCO MIXCOAC,3700,S,S,N,N,
E05356,AVENIDA DIVISION DEL NORTE NO. 1917,EMPERADORES,3320,S,S,N,N,
E05518,PETEN NO. 228,NARVARTE,3020,S,S,N,N,
E05691,XOLA NO. 135,ALAMOS,3400,S,S,N,N,
E05745,VICTOR HUGO NO. 152,PORTALES,3300,S,S,N,N,
E05956,AVENIDA XOLA EJE 4 SUR NO. 1403,NARVARTE ORIENTE,3020,S,S,N,N,
E06131,AVENIDA TINTORETO EJE 6 SUR NO. 20,NONOALCO,3700,S,S,S,N,
E06176,BOULEVARD ADOLFO LOPEZ MATEOS NO. 315,SAN PEDRO DE LOS PINOS,3800,S,S,N,N,
E07351,AVENIDA CUAUHTEMOC NO. 1037,NARVARTE,3020,S,S,N,N,
E07705,AVENIDA EJE SEIS SUR INDEPENDENCIA NO. 110,SAN SIMON,3660,S,S,S,N,
E09381,AVENIDA PATRIOTISMO NUM. 263,SAN PEDRO DE LOS PINOS,3800,S,S,S,N,
E10446,CALZADA DE TLALPAN NO. 985,AMERICAS UNIDAS,3610,S,S,S,N,
E11094,AVENIDA XOLA NO. 732,DEL VALLE,3100,S,S,S,N,
E00032,CENTENARIO NO. 13,DEL CARMEN ,4000,S,S,N,N,
E00041,AVENIDA CANAL DE MIRAMONTES NO. 2727,JARDINES DE COYACAN,4890,S,S,N,N,
E00081,DIVISION DEL NORTE NO. 3101,EL ROSEDAL,4330,S,S,S,N,
E00110,CALZADA DE TLALPAN NO. 1857,SAN MATEO,4120,S,S,S,N,
E00209,CALZADA DE TLALPAN NO. 3039,SANTA URSULA COAPA,4650,S,S,S,N,
E00212,AVENIDA UNIVERSIDAD Y COPILCO,COPILCO UNIVERSIDAD,,S,S,N,N,
E02503,AVENIDA DIVISION DEL NORTE NO. 2570,SAN DIEGO CHURUBUSCO,4120,S,S,N,N,
E02510,EUROPA NO. 23 ESQ. MIGUEL A. DE QUEVEDO,ATLANTIDA,4370,S,S,N,N,
E02728,AVENIDA MIGUEL ANGEL DE QUEVEDO Y PSI NO. 5,ROMERO DE TERREROS,4310,S,S,N,N,
E02936,RETORNO 816 NO. 8,CENTINELA,4450,S,S,N,N,
E03476,CALZADA DEL HUESO NO. 966,EL MIRADOR,4950,S,S,N,N,
E03529,CALZADA DE TLALPAN NO. 2279,CUIDAD JARDIN,4370,S,S,S,N,
E03994,CALZADA DE LA VIRGEN NO. 1800,CARMEN SERDAN,4840,S,S,S,N,
E04342,AVENIDA DE LAS TORRES S/N,PEDREGAL DE SAN FRANCISCO,4369,S,S,N,N,
E04709,CALZADA DE LAS BOMBAS NO. 87,EX HACIENDA DE COAPA,4920,S,S,N,N,
E05147,CALZADA DE TLALPAN NO. 1882,CHURUBUSCO CONTRY CLUB,4610,S,S,S,N,
E05240,CALZADA DE TLALPAN NO. 3451,BARRIO SANTA URSULA COAPA,4650,S,S,N,N,
E05285,CANAL DE MIRAMONTES NO. 2762,JARDINES DE COYOACAN,4890,S,S,N,N,
E05423,ANGEL URRAZA NO. 1714,VERTIZ NARVARTE,3600,S,S,N,N,
E05428,AVENIDA PERIFERICO SUR NO. 5550,AJUSCO,4700,S,S,N,N,
E05504,CALZADA TAXQUE•A NO. 1744,PASEOS DE TAXQUE•A,4250,S,S,N,N,
E05560,CALZADA DE TLALPAN NO. 2814,EMILIANO ZAPATA,4815,S,S,N,N,
E05825,CALZADA DE LAS BOMBAS NO. 77,EX HACIENDA COAPA,4920,S,S,S,N,
E08996,PERIFERICO SUR NO. 5550,PEDREGAL DE CARRASCO,4700,S,S,N,N,
E10930,MONSERRAT NO. 161,LOS REYES COYOACAN,4000,S,S,N,N,
E11636,CLZ. TLALPAN NO. 2803,SAN PABLO TEPETLAPA,,S,S,S,N,
J01041,AVENIDA TAXQUENA NO. 1300,CAMPESTRE CHURUBUSCO,4200,N,N,S,N,
J01055,CALZADA DE TLALPAN NO. 2205,CIUDAD JARDIN COYOACAN,4370,N,N,S,N,
J01080,AVENIDA TAXQUENA NO. 1800,PASEOS DE TAXQUE•A,,N,N,S,N,
E00172,CARRETERA MEXICO-TOLUCALLE NO. 5693,CUAJIMALPA,5000,S,S,S,N,
E02698,CARRETERA MEXICO TOLUCALLE KM 15 NO. 4279,PALO ALTO,5110,S,S,N,N,
E03735,CARRETERA MEXICO-TOLUCALLE NO. 3346,MEMETLA,5330,S,S,S,N,
E04594,AVENIDA VERACRUZ NO. 91,CUAJIMALPA,5000,S,S,S,N,
E06057,CARRETERA MEXICO-TOLUCALLE # 5397,EL MOLINA,5310,S,S,S,N,
E06418,AVENIDA TAMAULIPAS NO. 3790,PRADOS DE LA MONTANA,5619,S,S,N,N,
E09633,PROLONGACION BOSQUES DE REFORMA NO. 1390,LOMAS DEL CHAMIZAL,5121,S,S,N,N,
E00003,ALDAMA NO. 38,GUERRERO,6300,S,S,S,N,
E00014,MERIDA NO. 110,ROMA NORTE,6700,S,S,N,N,
E00031,BARCELONA NO. 37 ESQ. VERSALLES,JUAREZ,6600,S,S,N,N,
E00035,BOLIVAR ESQUINA SAN JERONIMO NO. 102,CENTRO,6010,S,S,N,N,
E00039,DOCTOR CARMONA Y VALLE NO. 48,DOCTORES,6720,S,S,N,N,
E00042,CAMPECHE NO. 214,HIPODROMO CONDESA,6760,S,S,N,N,
E00043,CEDRO NO. 238,SANTA MARIA LA RIBERA,6400,S,N,S,N,
E00049,CEDRO NO. 333 ESQ. FLORES MAGON,SANTA MARIA LA RIVERA,6400,S,S,S,N,
E00057,YUCATAN NO. 155 ESQ. JALAPA ,ROMA,6700,S,S,N,N,
E00076,AVENIDA VERACRUZ NO. 2 Y AVENIDA CHAPULTEPEC,HIPODROMO CONDESA,6170,S,S,S,N,
E00077,YUCATAN NO. 125 Y TONALA,ROMA,6700,S,S,N,N,
E00086,"AVENIDA DURANGO S/N, ESQ. VERACRUZ",CONDESA,6140,S,S,N,N,
E00102,EJE CENTRAL LAZARO C. NO. 199 Y G. BOCANEGRA,PERALVILLO,6220,S,S,N,N,
E00104,CUAUHTEMOC NO. 187 ESQ. QUERETARO Y FRONTERA ,ROMA,6700,S,S,S,N,
E00105,CALZADA GUADALUPE NO. 52,EX-HIPODROMO DE PERALVILLO,6250,S,S,N,N,
E00108,MARTE NO. 115,GUERRERO,6350,S,S,N,N,
E00109,GUILLERMO PRIETO NO. 130,SAN RAFAEL ,6470,S,S,N,N,
E00111,HEROES FERROCARRILEROS NO. 63,SANTA MARIA LA RIVERA,6400,S,S,S,N,
E00112,AVENIDA GUERRERO NO. 284,GUERRERO,6350,S,S,N,N,
E00124,INSURGENTES SUR NO. 289 Y POPOCATEPETL,HIPODROMO CONDESA ,6100,S,S,N,N,
E00125,VILLALONGIN NO. 6 ESQ. REFORMA E INSURGENTES,CUAUHTEMOC,6500,S,S,N,N,
E00133,JUAN A. MATEROS NO. 4,OBRERA,6800,S,S,N,N,
E00134,JUAN ESCUTIA NO. 90 ESQ. MAZATLAN,CONDESA,6140,S,S,N,N,
E00138,AVENIDA JOSE TOMAS CUELLAR NO. 3,OBRERA,6800,S,S,S,N,
E00150,RIO LERMA NO. 71 ESQ. RIO RHIN,CUAUHTEMOC,6500,S,S,N,N,
E00156,CALZADA LA RONDA NO. 162,EX-HIPODROMO DE PERALVILLO,6250,S,S,N,N,
E00166,RIO DE LA PLATA NO. 2,CUAUHTEMOC,6500,S,S,N,N,
E00176,MORELIA Y PUEBLA NO. 137,ROMA,6700,S,S,N,N,
E00185,RICARDO FLORES MAGON NO. 226,GUERRERO,6300,S,N,N,N,
E00186,NUEVO LEON NO. 179,ROMA,67000,S,S,N,N,
E00189,AVENIDA PERALVILLO NO. 61,MORELOS,6200,S,S,N,N,
E00191,AVENIDA NUEVO LEON NO. 8 Y SONORA,HIPODROMO CONDESA,6170,S,S,N,N,
E00196,SAN ANTONIO ABAD NO. 295,ALGARIN,6880,S,S,N,N,
E00202,AVENIDA SAN ANTONIO ABAD NO. 359,ALGARIN,6880,S,S,N,N,
E00208,CALZADA DE LA VIGA NO. 175,TRANSITO,6820,S,S,S,N,
E00219,CALZADA DE LA VIGA NO. 44,ESPERANZA,6840,S,S,N,N,
E00300,AVENIDA INSURGENTES SUR NO. 541 Y NUEVO LEON ,HIPODROMO CONDESA ,6170,S,S,N,N,
E00308,DR. JOSE MARIA VERTIZ NO. 419,DOCTORES,6720,S,S,S,N,
E02508,COMONFORT NO.45,PERALVILLO,6200,S,S,N,N,
E02785,INSURGENTES NORTE NO. 200,SANTA MARIA LA RIVERA,6400,S,S,N,N,
E03552,MANUEL GONZALEZ NO. 405,ATLAMPA,6450,S,S,N,N,
E04548,AVENIDA INSURGENTES SUR NO. 507,HIPODROMO CONDESA,6170,S,S,N,N,
E05499,RIVERA DE SAN COSME NO. 114,SAN RAFAEL ,6470,S,S,N,N,
E05833,EJE CENTRAL LAZARO CARDENAS NO. 15,DOCTORES,6720,S,S,N,N,
E07863,LUCAS ALAMAN NO. 177,OBRERA,6800,S,S,S,N,
E09569,FRAYSERVANDO TERESA DE MIER NO. 299 ESQ. CLAVIJERO,TRANSITO,6820,S,S,S,N,
E10713,DR. JOSE MARIA VERTIZ NO. 431,DOCTORES,6720,S,S,N,N,
E00005,AVENIDA INSTITUTO POLITECNICO NACIONAL NO. 1881,LINDAVISTA,7300,S,S,N,N,
E00026,AVENIDA MONTEVIDEO NO. 424,LINDAVISTA,7300,S,S,N,N,
E00073,AVENIDA CUITLAHUAC NO. 131,DEFENSORES DE LA REPUBLICA,7780,S,S,S,N,
E00094,CALZADA DE GUADALUPE NO. 312,VALLEJO ,7870,S,S,S,N,
E00106,CALZADA DE GUADALUPE NO. 516 ESQ. NECAXA,INDUSTRIAL ,7800,S,S,N,N,
E00131,AVENIDA MONTEVIDEO NO. 99,TEPEYAC INSURGENTES,7020,S,S,N,N,
E00132,AVENIDA CENTENARIO N0. 1787,ATZACOALCO,7040,S,S,S,N,
E00159,DONIZETTI NO. 315 Y CALZADA DE LOS MISTERIOS ,VALLEJO,7870,S,S,N,N,
E00199,MONTEVIDEO NO. 2 Y CALZADA DE LOS MISTERIOS,TEPEYAC INSURGENTES,7020,S,S,N,N,
E00215,CALZADA VALLEJO NO. 1055 ESQ.  PINIENTE 128 Y PONIENTE 122,NUEVA VALLEJO,7750,S,S,S,N,
E02490,AVENIDA 3-A NO. 142,SANTA ROSA,7620,S,S,S,N,
E02511,NORTE 82 NO. 5122 ,GERTRUDIZ SANCHEZ,7830,S,S,S,N,
E02766,AVENIDA IPN NO. 4904,CAPULTITLAN,7380,S,S,N,N,
E02917,AVENIDA LORETO FAVELA NO. 743,SAN JUAN DE ARAGON,7915,S,N,N,N,
E02973,AVENIDA TICOMAN NO. 480,SAN PEDRO ZACATENCO,7360,S,S,N,N,
E03046,CERRADA ALVARO OBREGON NO. 498,UNIDAD HABITACIONAL LA CUCHILLA,7930,S,S,N,N,
E03051,AVENIDA EMILIANO ZAPATA NO. 198,25 DE JULIO,7520,S,S,S,N,
E03181,AVENIDA TALISMAN NO. 4103,GERTRUDIZ SANCHEZ,7830,S,S,N,N,
E03270,AVENIDA MEXICO CUAUTEPEC NO. 1,BARRIO SANTA TERESA,7260,S,S,S,N,
E03333,AVENIDA LAZARO CARDENAS NO. 555,SAN BARTOLO ATEPEHUACAN,7730,S,S,N,N,
E03382,AVENIDA DE LA VENTISCALLE NO. 29,ACUEDUCTO DE GUADALUPE,7279,S,S,N,N,
E03500,AVENIDA CANTERA NO. 134,MARTIN CARRERA,7070,S,S,S,N,
E04386,AVENIDA JOSE GUADALUPE LOPEZ VELARDE NO. 45,MAGDALENA DE LAS SALINAS,7760,N,N,S,N,
E04498,CALLE CLAVE NO. 394,VALLEJO,7870,S,S,S,N,
E05104,CALZADA ADOLFO LOPEZ MATEOS NO. 2,BENITO JUAREZ,7290,S,S,N,N,
E05243,AVENIDA DE LA VENTISCALLE NO. 100,SOLIDARIDAD NACIONAL,7268,S,S,N,N,
E05412,AVENIDA 412 NO. 1,VILLA DE ARAGON,7570,S,S,N,N,
E05656,AVENIDA CENTENARIO NO. 1870,ATZACOALCO,7040,S,S,S,N,
E05736,GENERAL J.VICENTE VILLADA NO. 172,ARAGON,7000,S,S,N,N,
E05753,MIGUEL PLANAS NO. 51,VALLEJO PONIENTE,7790,S,S,S,N,
E05872,CALZADA VALLEJO NO. 1637,PROGRESO NACIONAL,7650,S,S,S,N,
E05959,AVENIDA DE LOS 100 METROS NO. 230,DEFENSORES DE LA REPUBLICA,7380,S,S,N,N,
E06735,TICOMAN NO. 1190,SANTA MARIA TICOMAN,7330,S,S,N,N,
E07320,AVENIDA 510 NO.340,SAN JUAN DE ARAGON,7950,S,S,N,N,
E11837,EDUARDO MOLINA NO. 6666,SAN JUAN DE ARAGON,,N,N,N,N,
E12477,EJE CENTRAL LAZARO CARDENAS NO. 605,NUEVA INDUSTRIAL VALLEJO,07700,S,S,S,N,
J01011,NORTE 35 N 1015,INDUSTRIAL VALLEJO,7700,N,N,S,N,
J01046,MIGUEL BERNARD NO. 505,EX-HACIENDA LA ESCALERA,7320,N,N,S,N,
J01059,AVENIDA CENTRAL NO. 24,NUEVA INDUSTRIAL VALLEJO,7700,N,N,S,N,
J01097,PROLONGACION SATURNO NO. 36,NUEVA INDUSTRIAL VALLEJO,7700,N,N,S,N,
J01104,SATURNO NO. 39,NUEVA INDUSTRIAL VALLEJO,7700,N,N,S,N,
J01277,CALLE 301 NO. 1001,NUEVA ATZACOALCO,7420,N,N,S,N,
J01278,PUERTO DE MAZATLAN NO. 11,LA PASTORA,7290,N,N,S,N,
J01315,AVENIDA CENTRAL NO. 284,NUEVA INDUSTRIAL VALLEJO,,N,N,S,N,
E00059,CORUNA 452 ESQ. LA VIGA,VIADUCTO PIEDAD,80200,S,S,S,N,
E00218,CALZADA LA VIGA NO. 798,BARRIO SAN MIGUEL,8650,S,S,N,N,
E02513,PLUTARCO ELIAS CALLES NO. 1022 Y PLAYA ICACOS ,REFORMA IXTLAZIHUATL,8810,S,S,N,N,
E02515,PLUTARCO ELIAS CALLES NO. 1 Y RIO CHURUBUSCO,GRANJAS MEXICO,8400,S,S,N,N,
E02518,CALZADA TLALPAN NO. 424,VIADUCTO PIEDAD,8200,S,S,S,N,
E02878,AVENIDA SUR 12 B NO. 51,AGRICOLA ORIENTAL,8500,S,S,N,N,
E04869,CALZADA IGNACIO ZARAGOZA NO. 1084,AGRICOLA PANTITLAN,8100,S,S,S,N,
E04959,AVENIDA NORTE NO. 341,PANTITLAN,8100,S,S,S,N,
E09057,AVENIDA PLUTARCO ELIAS CALLES NO. 430,LOS REYES,16020,S,S,N,N,
E11497,"CALLE SIETE S/N, ESQ. PROSPERIDAD",PANTITLAN,,S,S,S,N,
J01022,AGUA CALIENTE NO. 33,PANTITLAN,8100,N,N,S,N,
E00114,AVENIDA CANAL DE SAN JUAN NO. 6,TEPALCATES,9210,S,S,S,N,
E00128,CALZADA ERMITA IZTAPALAPA NO. 221,SAN LUCAS,9000,S,S,N,N,
E00309,CALZADA DE LA VIGA NO. 1112,HEROES DE CHURUBUSCO,9090,S,S,N,N,
E02504,CALZADA ERMITA IZTAPALAPA NO.1565,EL MANTO,9830,S,S,S,N,
E02570,AVENIDA 5 NO. 287 A,GRANJAS SAN ANTONIO,9070,S,S,N,N,
E02770,CALZADA IGNACIO ZARAGOZA NO. 2995,SANTAS MARTHA ACATITLA,9510,S,S,S,N,
E02776,CALZADA ERMITA IXTAPALAPA NO. 380,CACAMA,9080,S,S,N,N,
E02788,CALZADA ERMITA IZTAPALAPA NO. 3048,REFORMA POLITICA,9700,S,S,S,N,
E02789,CALZADA DE LA VIGA NO. 1395,EL RETONO,9440,S,S,N,N,
E02799,CALZADA IGNACIO ZARAGOZA NO. 1350,JUAN ESCUTIA,9100,S,S,S,N,
E02829,AVENIDA PLUTARCO ELIAS CALLES NO. 1918,BANJIDAL,9450,S,S,N,N,
E02854,CALZADA IGNACIO ZARAGOZA NO. 2583,SANTA MARTHA ACATITLA,9510,S,S,S,N,
E02972,CALZADA ERMITA IXTAPALAPA NO. 2120,SAN MIGUEL,9360,S,S,N,N,
E02996,CALZADA JAVIER ROJO GOMEZ NO. 492,GUADALUPE DEL MORAL ,9300,S,S,S,N,
E03082,AVENIDA APATLACO NO.307,EL TRIUNFO,9430,S,S,N,N,
E03317,AUTOPISTA MEXICO-PUEBLA KM. 17.5 ,SANTIAGO ACAHUALTEPEC,9600,S,S,S,N,
E03381,CALZADA SAN LORENZO NO. 1147,CERRO DE LA ESTRELLA,9860,S,S,S,N,
E03417,AVENIDA TLAHUAC NO. 4344,LOMAS ESTRELLA,9890,S,S,S,N,
E03422,CALZADA IGNACIO ZARAGOZA NO. 2370,SANTA MARTHA ACATITLA,9510,S,S,N,N,
E03562,PROLONGACION ARNESES NO. 549,SAN FRANCISCO CULHUACAN,9800,S,S,S,N,
E03651,AVENIDA GUELATAO NO. 220,EJIDAL SANTA MARIA AZTAHUACAN,9500,S,S,N,N,
E03685,CANAL DEL TEZONTLE NO. 2,EJIDO DEL MORAL,9030,S,S,S,N,
E03694,CONTADOR NO. 20,AMPLIACION NUEVA ROSITA,5410,S,S,N,N,
E03741,PROLONGACION ARNESES NO. 550,SAN ANTONIO CULHUACAN,9800,S,S,S,N,
E03990,CALZADA ERMITA IZTAPALAPA NO. 2710,SANTA CRUZ MEYEHUALCO,9290,S,S,S,N,
E04369,AVENIDA ERMITA IZTAPALAPA NO. 4020,PARAJE ZACATEPEC,9560,S,N,S,N,
E04484,MICHOACAN NO.20 LOTE B FRACCIONAMIENTO.SERVICIOS TECNOLOGICO,RENOVACION,9209,S,S,S,N,
E04497,CALZADA ERMITA IZTAPALAPA NO. 205,EL SANTUARIO,9820,S,S,S,N,
E04638,TOLTECALLE NO. 69 EJE 4 ORIENTE,CENTRAL DE ABASTOS,9040,S,S,S,N,
E04717,TOLENTINO NO. 10,CASA BLANCA,9860,S,S,S,N,
E04737,CALLE TIANGUIS NO. 16,PASEO DE CHURUBUSCO,9030,S,S,N,N,
E04738,AVENIDA JAVIER ROJO GOMEZ NO. 647,PASEOS DE CHURUBUSCO,9030,S,S,S,N,
E04806,AVENIDA IGNACIO ZARAGOZA NO. 1900,JUAN ESCUTIA,9100,S,S,N,N,
E04842,AVENIDA JAVIER ROJO GOMEZ NO. 531,PASEO DE CHURUBUSCO,9030,S,S,S,N,
E04922,AVENIDA JALISCO NO. 75,LEYES DE REFORMA,9310,S,S,N,N,
E04930,MARCELINO BUENDIA NO.92 ,PASEO DE CHURUBUSCO,9030,N,N,S,N,
E04934,AVENIDA CANAL DE TEZONTLE NO. 4,LEYES DE REFORMA,9310,S,S,N,N,
E05026,CALZADA IGNACIO ZARAGOZA NO. 2275,EL PARAISO,9230,S,S,S,N,
E05035,AVENIDA CANAL DE TEZONTLE NO. 2623,LEYES DE REFORMA,9310,S,S,N,N,
E05043,EJE 6 SUR NO. 955,BARRIO SAN JOSE,9000,S,S,N,N,
E05139,CALLE BENITO JUAREZ NO. 1,PRESIDENTES DE MEXICO,9700,S,S,S,N,
E05174,AVENIDA TLAHUAC NO. 1742,SAN LORENZO,9000,S,S,S,N,
E05239,EJE 5 SUR NO. 44,PASEOS DE CHURUBUSCO,9030,S,S,S,N,
E05304,CALZADA ERMITA IZTAPALAPA NO. 3389,SANTA MARIA AZTAHUACAN,9500,S,S,N,N,
E05349,CALZADA IGNACIO ZARAGOZA NO. 1535,TEPACALTES,9210,S,S,S,N,
E05537,AVENIDA SAN LORENZO NO. 429,SAN JUAN XALPA,9850,S,S,N,N,
E05628,AVENIDA JAVIER ROJO GOMEZ NO. 482,GUADALUPE MORAL,9300,S,S,S,N,
E06630,AVENIDA TLAHUAC NO. 331 Y 333,LOS REYES CULHUACAN,09800,S,S,N,N,
E08248,IGNACIO ZARAGOZA NO.2608,SANTA MARTHA ACATITLA,9510,S,S,N,N,
E08445,FRANCISCO VILLA NO. 19,SANTA MARIA AZTAHUACAN,9570,S,S,N,N,
E08921,"AVENIDA TRANSPORTISTAS NO.15 CONDOMINIO ROJO,LTS. 1,2,3 Y 4.",ALVARO OBREGON,9230,S,S,S,N,
E09545,AVENIDA LEYES DE REFORMA NO. 1,LEYES DE REFORMA,9310,S,S,S,N,
E10318,MANZANA 12 AREA DE SERVICIOS COMPLEMENTARIOS,CENTRAL DE ABASTOS,9040,S,S,S,N,
E10661,CALLE DEL CIRCUITO DE FRUTAS Y VERDURAS MZ-11 LT-11,CENTRAL DE ABASTOS,9040,S,S,S,N,
E10817,AVENIDA LEYES DE REFORMA NO. 57,LEYES DE REFORMA,9310,S,S,S,N,
E10900,AVENIDA JAVIER ROJO GOMEZ N0. 311,GUADALUPE DEL MORAL,9300,S,S,S,N,
E11692,AVENIDA PRINCIPAL CIRCUITO FRUTAS Y LEGUMBRES,IZTAPALAPA,,S,S,S,N,
E12586,ABRAHAM GONZALEZ # 4,SANTA MARIA AZTAHUACAN,09570,N,N,N,N,
J01169,GAVILAN NO. 200,GUADALUPE DEL MORAL,9300,S,S,S,N,
J01279,BRAULIO MALDONADO NO. 100,CONSEJO AGRARISTA MEXICANO,9760,N,N,S,N,
E02838,AVENIDA SAN JERONIMO NO. 914,SAN JERONIMO LIDICE,10200,S,S,N,N,
E03618,AVENIDA LUIS CABRERA NO. 480,SAN FRANCISCO,10810,S,S,N,N,
E00008,ITURRIGARAY NO. 116 Y VIRREYES,LOMAS DE CHAPULTEPEC,11000,S,S,N,N,
E00017,AVENIDA RIO SAN JUAQUIN NO. 5976 ESQ. LAGO GINEBRA,POPO,11480,S,S,N,N,
E00022,BOULEVARD MANUEL AVILA CAMACHO NO. 103,LOMAS DE CHAPULTEPEC,11000,S,S,N,N,
E00027,BAHIA DE SANTA BARBARA NO. 182,VERONICALLE ANZURES,11300,S,S,N,N,
E00101,GOLFO DE RIGA NO. 7,TACUBA,11410,S,S,S,N,
E00141,LAGUNA DE TERMINOS NO. 516,ANAHUAC,11320,S,S,N,N,
E00144,AVENIDA MARINA NACIONAL NO. 204,ANAHUAC,11320,S,S,N,N,
E00146,CALZADA LEGARIA NO. 211,AMPLIACION TORRE BLANCA,11270,S,S,N,N,
E00152,PROTACIO TAGLE NO. 2,SAN MIGUEL CHAPULTEPEC,11850,S,S,N,N,
E00160,JOSE MARTI NO. 210 Y PROSPERIDAD,ESCANDON,11800,S,S,N,N,
E00161,CARLOS B. ZETINA NO. 117 Y JOSE MARTI,ESCANDON,11800,S,S,N,N,
E00194,PASEO DE LA REFORMA NO. 1005,LOMAS DE CHAPULTEPEC,11000,S,S,N,N,
E00197,AVENIDA REVOLUCION NO. 267,TACUBAYA,11870,S,S,N,N,
E00203,SAN BARTOLO NAUCALPAN NO. 377,SAN LORENZO TLALTENANGO,11210,S,S,N,N,
